"individualCount","eventDate","stateProvince","locality","decimalLatitude","decimalLongitude","scientificName","verbatimScientificName","datasetKey","commonName"
20,2021-10-03,"Maharashtra","Chirgaon, Raigad Dt",18.132275,73.139084,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
3,2021-09-23,"Punjab","Near LPU Phagwara",31.258724,75.71669,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-19,"Assam","Dora Beel (Wetland)",26.084295,91.449005,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
NA,2021-10-09,"Himachal Pradesh","Bhoj Nagar-Chakki Mod Road, Himachal Pradesh, IN (30.854, 77.051)",30.853975,77.05064,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-10-24,"Uttar Pradesh","Okhla Bird Sanctuary",28.56687,77.30637,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2021-09-14,"Himachal Pradesh","Unnamed Road, Sidhpur Ghad, Himachal Pradesh, IN (32.172, 75.967)",32.17239,75.966644,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
7,2021-11-26,"Karnataka","Sira Fort",13.743131,76.91385,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-09-23,"Punjab","Near LPU Phagwara",31.258724,75.71669,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-05,"Haryana","Mangar Bani",28.385614,77.15408,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
16,2021-09-13,"Delhi","Ghazipur dumpyard",28.6251,77.32755,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-08,"Rajasthan","Desert NP (DNP) & Surroundings--General Area",26.905807,70.80606,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
1,2021-11-08,"Himachal Pradesh","Pong Dam--Nagrota Surian",32.044098,76.06049,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
2,2021-09-30,"Uttarakhand","Linthura, Pithoragarh",29.592875,80.2079,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-09-18,"Uttar Pradesh","Saunot Wetland Mathura",27.35268,77.595535,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-09-29,"Rajasthan","Chambal River, Kota IN-RJ 25.15695, 75.81694",25.156954,75.81694,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
100,2021-11-25,"Rajasthan","Jorbeer Conservation Reserve",27.966063,73.376595,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-11-23,"Uttarakhand","Chopta",30.346195,79.0485,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Cinereous Vulture"
60,2021-11-23,"Uttarakhand","Chopta Valley (OBI)",30.348003,79.05209,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-10-12,"Madhya Pradesh","Kanha NP--Mukki Zone",22.158897,80.66334,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2021-09-05,"Haryana","Mangar mohit farm",28.356398,77.168594,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
5,2021-09-21,"Jammu and Kashmir","chowki choura",33.040558,74.64121,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
3,2021-10-01,"Uttar Pradesh","Nagla Kanch , Rati Ka Nagla Wetland",27.65064,78.25514,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
NA,2021-10-10,"Himachal Pradesh","Jakhoo Road, Shimla, Himachal Pradesh, IN (31.1, 77.183)",31.100286,77.183105,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-10-09,"Haryana","SH 15A, Gurugram IN-HR (28.4713,76.9216)",28.47128,76.92157,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-11-25,"Rajasthan","Jorbeer Conservation Reserve",27.966063,73.376595,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
2,2021-10-08,"Uttarakhand","Hanuman Mandir Road Munsyari Road, Khaliya, Uttarakhand, IN (30.048, 80.202)",30.048294,80.20158,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-10-08,"Uttarakhand","Hanuman Temple Uttarakhand, IN (30.048, 80.212)",30.048489,80.21173,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-10-09,"Rajasthan","Jodbeed Colony",27.977652,73.38923,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
2,2021-09-26,"Uttar Pradesh","Near Toll Plaza,Bareilly-Delhi Highway",28.479588,79.28323,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-11-08,"Madhya Pradesh","Bundella Resort, Bandhavgarh",23.73342,81.01183,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
2,2021-11-10,"Madhya Pradesh","Kanha NP--Mukki Zone",22.158897,80.66334,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
2,2021-10-08,"Uttar Pradesh","Auto selected",27.159424,77.88511,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-21,"Madhya Pradesh","Padariya",23.273125,79.81812,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-01,"Uttarakhand","Makku, Uttarakhand, IN (30.487, 79.145)",30.486908,79.14509,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-09-23,"Punjab","near LPU",31.261091,75.70512,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-11,"Uttarakhand","Gartang Gali",31.030125,78.87232,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-11-07,"Rajasthan","Myajlar, Rajasthan, IN (26.27, 70.321)",26.270437,70.32059,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-08,"Uttar Pradesh","Ol, Uttar Pradesh, IN (27.284, 77.617)",27.284384,77.61669,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2021-10-13,"Madhya Pradesh","Kanha NP--Mukki Zone",22.158897,80.66334,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
2,2021-09-18,"Uttarakhand","Uttarkashi - Gangotri Road, Bhaironghati, Uttarakhand, IN (31.011, 78.882)",31.0115,78.8818,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
6,2021-11-15,"Madhya Pradesh","Kherkheda, Madhya Pradesh, IN (24.292, 74.99)",24.2916,74.99023,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2021-10-08,"Uttarakhand","Barsu, Uttarakhand, IN (30.845, 78.601)",30.845291,78.60073,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-09-05,"Uttarakhand","Bhinlgana Range, Panwali Bugyal, Uttarakhand,",30.550123,78.84492,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
6,2021-11-11,"Rajasthan","Desert NP--Sam to Sudasari Road",26.763712,70.54364,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-10-19,"Uttarakhand","mukhwa harshil",31.044323,78.79012,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-10-08,"Uttarakhand","Kalamuni Road-Munsyari Road, Uttarakhand, IN (30.055, 80.214)",30.054758,80.21407,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
3,2021-10-16,"Madhya Pradesh","Pench Tiger Reserve--Turia Zone",21.739643,79.33436,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
5,2021-10-30,"Madhya Pradesh","Kanha NP--Kanha Zone",22.280678,80.62371,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
4,2021-10-09,"Uttarakhand","Track to Khalia Top, Khaliya, Uttarakhand, IN (30.065, 80.208)",30.064539,80.20775,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
8,2021-11-19,"Rajasthan","Desert NP (DNP) & Surroundings--Sudasari",26.722372,70.60445,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-11-23,"Uttarakhand","Chopta Valley (OBI)",30.348003,79.05209,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Cinereous Vulture"
6,2021-11-19,"Rajasthan","Desert NP (DNP) & Surroundings--Sudasari",26.722372,70.60445,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2021-10-10,"Himachal Pradesh","Gadagusheni Road, Bahu, Himachal Pradesh, IN (31.623, 77.322)",31.622772,77.32198,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
3,2021-11-23,"Uttarakhand","Chopta",30.346195,79.0485,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
4,2021-12-01,"Himachal Pradesh","Triund (OBI)",32.256493,76.35831,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
54,2021-10-29,"Rajasthan","Chambal River Gorge, near Garadia Mahadev Temple",25.11859,75.73401,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-19,"Rajasthan","Desert NP (DNP) & Surroundings--Sudasari",26.722372,70.60445,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
7,2021-11-06,"Uttarakhand","Cloud end--Estate",30.466095,78.009735,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-10-31,"Rajasthan","Kumher area",27.341084,77.36628,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2021-11-27,"Rajasthan","Garadiya Mahadev Road, Daulatganj at, Rajasthan, IN (25.12, 75.72)",25.12004,75.72028,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
2,2021-10-31,"Madhya Pradesh","Bhopal, Madhya Pradesh, IN (23.215, 77.397)",23.215353,77.39689,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
1,2021-10-10,"Rajasthan","Keoloadev National Park Road, Bharatpur, Rajasthan, IN (27.198, 77.509)",27.198206,77.50905,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
6,2021-11-27,"Uttarakhand","Chopta",30.346195,79.0485,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
3,2021-11-27,"Rajasthan","Garadiya Mahadev Road, Daulatganj at, Rajasthan, IN (25.12, 75.72)",25.12004,75.72028,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-11-26,"Gujarat","Hiran River near Hotel Anil Farm",21.170092,70.57772,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
3,2021-11-10,"Madhya Pradesh","Kanha NP--Kanha Zone",22.280678,80.62371,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
3,2021-11-18,"Rajasthan","Desert NP (DNP) & Surroundings--Sudasari",26.722372,70.60445,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Cinereous Vulture"
2,2021-11-13,"Jammu and Kashmir","Ranjit Sagar Dam Kathua Jammu And Kashmir",32.480366,75.74844,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-07,"Himachal Pradesh","Pong Dam--Nagrota Surian",32.044098,76.06049,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
2,2021-11-04,"Assam","Bherjan WLS & Surroundings",27.526693,95.36751,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
8,2021-10-29,"Rajasthan","Chambal River Gorge, near Garadia Mahadev Temple",25.11859,75.73401,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
8,2021-11-13,"Rajasthan","Jamra, Rajasthan, IN (26.76, 70.595)",26.76043,70.59527,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
4,2021-11-08,"Uttarakhand","Chopta, Uttarakhand, IN (30.48, 79.196)",30.480146,79.19595,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
5,2021-11-08,"Rajasthan","Desert NP (DNP) & Surroundings--General Area",26.905807,70.80606,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Cinereous Vulture"
1,2021-09-13,"Ladakh","Unnamed Road (33.111, 78.835)",33.11089,78.835304,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2021-09-20,"Rajasthan","Rajasthan State Highway 33, Jamoonya, Rajasthan, IN (25.056, 75.729)",25.056452,75.72894,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2021-11-05,"Rajasthan","Desert NP--Giant Moringa Dune",26.565718,70.67387,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
4,2021-09-06,"Uttarakhand","Ranikhet Dumpyard",29.665308,79.470894,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
5,2021-11-01,"Uttarakhand","Chopta Valley (OBI)",30.348003,79.05209,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
4,2021-11-07,"Uttarakhand","towards china peak",29.400291,79.450615,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-11-30,"Karnataka","Prestige Shantiniketan and surrounding area",12.994266,77.728546,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-11-29,"Uttarakhand","Mukhawa, Uttarakhand, IN (31.041, 78.78)",31.040773,78.779854,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-09-06,"Uttarakhand","Ranikhet Dumpyard",29.665308,79.470894,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
2,2021-11-27,"Uttar Pradesh","Uttar Pradesh, IN (26.729, 82.015) Samda Lake",26.729485,82.014786,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-11-06,"Tamil Nadu","Jungle Hut Bokkapuram",11.531287,76.64736,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2021-10-08,"Uttarakhand","Ranikhet, Uttarakhand, India",29.6434,79.4322,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
1,2021-10-13,"Madhya Pradesh","Kanha NP--Mukki Zone",22.158897,80.66334,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
3,2021-09-21,"Jammu and Kashmir","chowki choura",33.040558,74.64121,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-11-22,"Madhya Pradesh","Kanha NP--Mukki Zone",22.158897,80.66334,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
3,2021-11-03,"Karnataka","Bandipur NP, ಬಂಡೀಪುರ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ",11.672074,76.61792,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
2,2021-10-16,"Rajasthan","outskirts of Kota (OBI)",25.04229,75.79308,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
28,2021-09-12,"Punjab","near Kiratpur",31.164146,76.576385,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-10-21,"Uttarakhand","Jauljibi",29.750034,80.37536,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-11-20,"Madhya Pradesh","Nauradehi wild life sanctuary Sagar",23.38697,79.16135,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Cinereous Vulture"
1,2021-11-26,"Uttarakhand","Munsyari-Madkot Road, Daranti, Uttarakhand, IN (30.087, 80.256)",30.086628,80.25629,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-10-09,"Himachal Pradesh","Bahu Lake",31.624641,77.31987,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-09-20,"Rajasthan","Rajasthan State Highway 33, Jamoonya, Rajasthan, IN (25.056, 75.729)",25.056452,75.72894,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
6,2021-11-20,"Madhya Pradesh","Nauradehi wild life sanctuary Sagar",23.38697,79.16135,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
6,2021-09-06,"Himachal Pradesh","Pong Dam--Nagrota Surian",32.044098,76.06049,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-11-21,"Uttarakhand","Chopta",30.485682,79.20091,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
3,2021-10-16,"Madhya Pradesh","Pench Tiger Reserve--Turia Zone",21.739643,79.33436,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
9,2021-09-27,"Uttarakhand","Mlaa Sarmoli",30.080101,80.23553,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-10-09,"Rajasthan","Keoloadev National Park Road, Bharatpur, Rajasthan, IN (27.199, 77.509)",27.198719,77.5088,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
37,2021-09-25,"Rajasthan","Chambal River Gorge, near Garadia Mahadev Temple",25.11859,75.73401,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
12,2021-10-13,"Madhya Pradesh","Kanha NP--Mukki Zone",22.158897,80.66334,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
4,2021-10-17,"Assam","Unnamed Road, Assam, IN (27.707, 95.587)",27.70653,95.58711,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
28,2021-09-12,"Punjab","near Kiratpur",31.164146,76.576385,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-09-05,"Haryana","Mangar mohit farm",28.356398,77.168594,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-11-19,"Uttarakhand","Garjiya Tourism Zone, Corbett National Park, Uttarakhand, IN (29.467, 79.124)",29.466915,79.12399,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-11-06,"Rajasthan","outskirts of Bikaner (OBI)",28.0159,73.303,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Cinereous Vulture"
2,2021-11-17,"Uttarakhand","Kailash Officers Enclave",29.57861,80.254105,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
7,2021-11-30,"Tamil Nadu","Moyar Vally, Tamil Nadu",11.608678,76.693695,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
2,2021-09-10,"Uttarakhand","Munsyari Road, Uttarakhand, IN (30.055, 80.23)",30.054724,80.22971,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-10-31,"Uttarakhand","Manila",29.75961,79.17982,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
